DataFrame,Model,RMSE,R2
F_target30,Slin_C1,0.067969,-0.210305
F_target30,Slin_C10,0.067947,-0.209606
F_target30,Spoly2_C1_gscale,0.15414,-5.470497
F_target30,Spoly2_C1_g001,0.066464,-0.117491
F_target30,Spoly2_C10_gscale,0.162499,-6.613894
F_target30,Spoly2_C10_g001,0.075183,-0.422339
F_target30,Spoly3_C1_gscale,0.532303,-103.843489
F_target30,Spoly3_C1_g001,0.068774,-0.198467
F_target30,GBRT_d3_lr001,0.064447,-0.029847
F_target30,GBRT_d3_lr005,0.070141,-0.261893
F_target30,GBRT_d4_lr001,0.065402,-0.06708
F_target30,GBRT_d4_lr005,0.071936,-0.320238
F_target30,GBRT_d5_lr001,0.065969,-0.090182
F_target30,GBRT_d5_lr005,0.070612,-0.270528
F_target30,MLP_64_relu_lr0005,0.129804,-5.397049
F_target30,MLP_64_relu_lr001,0.127932,-4.954019
F_target30,MLP_64_relu_lr005,0.118273,-4.274562
F_target30,MLP_64_relu_lr01,0.113545,-3.878527
F_target60,Srbf_C1_e01_gscale,0.116622,-0.787744
F_target60,Srbf_C1_e01_g001,0.096486,-0.114367
F_target60,Srbf_C1_e01_g01,0.117222,-0.613048
F_target60,Srbf_C1_e05_gscale,0.108453,-0.503206
F_target60,Srbf_C1_e05_g001,0.097686,-0.132553
F_target60,Srbf_C1_e05_g01,0.114258,-0.567476
F_target60,Srbf_C10_e01_gscale,0.132696,-1.455429
F_target60,Srbf_C10_e01_g001,0.101546,-0.23043
F_target60,Srbf_C10_e01_g01,0.142673,-1.504775
F_target60,Srbf_C10_e05_gscale,0.116088,-0.800589
F_target60,Srbf_C10_e05_g001,0.102501,-0.242833
F_target60,Srbf_C10_e05_g01,0.135082,-1.211924
F_target60,Srbf_C100_e01_gscale,0.145527,-1.849856
F_target60,Srbf_C100_e01_g001,0.127168,-0.871891
F_target60,Srbf_C100_e01_g01,0.18859,-3.164826
F_target60,Srbf_C100_e05_gscale,0.116551,-0.812108
F_target60,Srbf_C100_e05_g001,0.126642,-0.885585
F_target60,Srbf_C100_e05_g01,0.160244,-2.202062
F_target60,Slin_C01,0.099867,-0.305476
F_target60,Slin_C1,0.100064,-0.314916
F_target60,Slin_C10,0.100055,-0.315233
F_target60,Spoly2_C1_gscale,0.170899,-2.415841
F_target60,Spoly2_C1_g001,0.095512,-0.101053
F_target60,Spoly2_C10_gscale,0.192711,-3.713156
F_target60,Spoly2_C10_g001,0.09938,-0.18559
F_target60,Spoly3_C1_gscale,0.463716,-31.829965
F_target60,Spoly3_C1_g001,0.097038,-0.13636
F_target60,GBRT_d3_lr001,0.093547,-0.087837
F_target60,GBRT_d3_lr005,0.099562,-0.240119
F_target60,GBRT_d4_lr001,0.094553,-0.112571
F_target60,GBRT_d4_lr005,0.099128,-0.228998
F_target60,GBRT_d5_lr001,0.095428,-0.134458
F_target60,GBRT_d5_lr005,0.099915,-0.248847
F_target60,MLP_64_relu_lr0005,0.148,-1.67326
F_target60,MLP_64_relu_lr001,0.149067,-1.680789
F_target60,MLP_64_relu_lr005,0.141825,-1.406857
F_target60,MLP_64_relu_lr01,0.135978,-1.243695
F_target90,Srbf_C1_e01_gscale,0.160137,-1.033054
F_target90,Srbf_C1_e01_g001,0.13913,-0.37475
F_target90,Srbf_C1_e01_g01,0.157993,-0.735296
F_target90,Srbf_C1_e05_gscale,0.154699,-0.837006
F_target90,Srbf_C1_e05_g001,0.133874,-0.256034
F_target90,Srbf_C1_e05_g01,0.155607,-0.676699
F_target90,Srbf_C10_e01_gscale,0.191667,-1.998626
F_target90,Srbf_C10_e01_g001,0.148321,-0.579788
F_target90,Srbf_C10_e01_g01,0.225541,-2.549492
F_target90,Srbf_C10_e05_gscale,0.171466,-1.269123
F_target90,Srbf_C10_e05_g001,0.141559,-0.450546
F_target90,Srbf_C10_e05_g01,0.207472,-1.992892
F_target90,Srbf_C100_e01_gscale,0.233792,-3.373153
F_target90,Srbf_C100_e01_g001,0.17988,-1.134623
F_target90,Srbf_C100_e01_g01,0.319794,-5.860219
F_target90,Srbf_C100_e05_gscale,0.182741,-1.601264
F_target90,Srbf_C100_e05_g001,0.183441,-1.224787
F_target90,Srbf_C100_e05_g01,0.300408,-5.205631
F_target90,Slin_C01,0.141164,-0.51137
F_target90,Slin_C1,0.141267,-0.514443
F_target90,Slin_C10,0.14152,-0.525197
F_target90,Spoly2_C1_gscale,0.276037,-4.220753
F_target90,Spoly2_C1_g001,0.137538,-0.348943
F_target90,Spoly2_C10_gscale,0.314538,-6.744552
F_target90,Spoly2_C10_g001,0.146402,-0.551412
F_target90,Spoly3_C1_gscale,0.755559,-41.718855
F_target90,Spoly3_C1_g001,0.141111,-0.422909
F_target90,GBRT_d3_lr001,0.127665,-0.156524
F_target90,GBRT_d3_lr005,0.141576,-0.505106
F_target90,GBRT_d4_lr001,0.131316,-0.242398
F_target90,GBRT_d4_lr005,0.143917,-0.571124
F_target90,GBRT_d5_lr001,0.13698,-0.390328
F_target90,GBRT_d5_lr005,0.14587,-0.648666
F_target90,MLP_64_relu_lr0005,0.230625,-2.711868
F_target90,MLP_64_relu_lr001,0.234076,-2.843913
F_target90,MLP_64_relu_lr005,0.235207,-2.90801
F_target90,MLP_64_relu_lr01,0.201073,-2.170949
INTC_target30,Srbf_C1_e01_gscale,0.087836,-1.061753
INTC_target30,Srbf_C1_e01_g001,0.07791,-0.505029
INTC_target30,Srbf_C1_e01_g01,0.0966,-1.820895
INTC_target30,Srbf_C1_e05_gscale,0.072343,-0.233682
INTC_target30,Srbf_C1_e05_g001,0.076036,-0.433287
INTC_target30,Srbf_C1_e05_g01,0.083033,-0.778496
INTC_target30,Srbf_C10_e01_gscale,0.095998,-1.452677
INTC_target30,Srbf_C10_e01_g001,0.107953,-2.354635
INTC_target30,Srbf_C10_e01_g01,0.144931,-7.66667
INTC_target30,Srbf_C10_e05_gscale,0.073625,-0.273119
INTC_target30,Srbf_C10_e05_g001,0.093957,-1.316434
INTC_target30,Srbf_C10_e05_g01,0.101619,-1.671465
INTC_target30,Srbf_C100_e01_gscale,0.099004,-1.554438
INTC_target30,Srbf_C100_e01_g001,0.159631,-7.5447
INTC_target30,Srbf_C100_e01_g01,0.211033,-18.086917
INTC_target30,Srbf_C100_e05_gscale,0.073625,-0.273119
INTC_target30,Srbf_C100_e05_g001,0.142078,-5.474259
INTC_target30,Srbf_C100_e05_g01,0.121253,-2.35515
INTC_target30,Slin_C01,0.070229,-0.216413
INTC_target30,Slin_C1,0.070303,-0.220795
INTC_target30,Slin_C10,0.070313,-0.221961
INTC_target30,Spoly2_C1_gscale,0.262803,-28.329319
INTC_target30,Spoly2_C1_g001,0.080042,-0.604636
INTC_target30,Spoly2_C10_gscale,0.324254,-56.092904
INTC_target30,Spoly2_C10_g001,0.117075,-3.575682
INTC_target30,Spoly3_C1_gscale,0.673848,-207.196599
INTC_target30,Spoly3_C1_g001,0.094129,-1.481707
INTC_target30,GBRT_d3_lr001,0.067695,-0.05803
INTC_target30,GBRT_d3_lr005,0.072962,-0.280442
INTC_target30,GBRT_d4_lr001,0.068081,-0.069928
INTC_target30,GBRT_d4_lr005,0.073742,-0.311975
INTC_target30,GBRT_d5_lr001,0.068176,-0.076317
INTC_target30,GBRT_d5_lr005,0.07239,-0.258729
INTC_target30,MLP_64_relu_lr0005,0.153125,-7.447931
INTC_target30,MLP_64_relu_lr001,0.15694,-7.769881
INTC_target30,MLP_64_relu_lr005,0.156037,-8.783775
INTC_target30,MLP_64_relu_lr01,0.153662,-10.116174
INTC_target60,Srbf_C1_e01_gscale,0.120409,-1.120354
INTC_target60,Srbf_C1_e01_g001,0.111183,-0.639546
INTC_target60,Srbf_C1_e01_g01,0.130533,-1.541715
INTC_target60,Srbf_C1_e05_gscale,0.111291,-0.702289
INTC_target60,Srbf_C1_e05_g001,0.105666,-0.484835
INTC_target60,Srbf_C1_e05_g01,0.125151,-1.285768
INTC_target60,Srbf_C10_e01_gscale,0.133593,-1.497054
INTC_target60,Srbf_C10_e01_g001,0.15699,-2.713365
INTC_target60,Srbf_C10_e01_g01,0.189844,-6.282633
INTC_target60,Srbf_C10_e05_gscale,0.116954,-0.835832
INTC_target60,Srbf_C10_e05_g001,0.148329,-2.299301
INTC_target60,Srbf_C10_e05_g01,0.168428,-3.706737
INTC_target60,Srbf_C100_e01_gscale,0.145799,-1.879253
INTC_target60,Srbf_C100_e01_g001,0.21763,-6.558909
INTC_target60,Srbf_C100_e01_g01,0.299916,-19.266036
INTC_target60,Srbf_C100_e05_gscale,0.117016,-0.837846
INTC_target60,Srbf_C100_e05_g001,0.219669,-6.876518
INTC_target60,Srbf_C100_e05_g01,0.217151,-6.532247
INTC_target60,Slin_C01,0.103206,-0.537244
INTC_target60,Slin_C1,0.103045,-0.52967
INTC_target60,Slin_C10,0.103356,-0.544154
INTC_target60,Spoly2_C1_gscale,0.403776,-34.482362
INTC_target60,Spoly2_C1_g001,0.114598,-0.778669
INTC_target60,Spoly2_C10_gscale,0.455631,-46.085371
INTC_target60,Spoly2_C10_g001,0.179799,-4.920064
INTC_target60,Spoly3_C1_gscale,0.969297,-210.58086
INTC_target60,Spoly3_C1_g001,0.134476,-1.645866
INTC_target60,GBRT_d3_lr001,0.095306,-0.146639
INTC_target60,GBRT_d3_lr005,0.104191,-0.389232
INTC_target60,GBRT_d4_lr001,0.09778,-0.21541
INTC_target60,GBRT_d4_lr005,0.105997,-0.466735
INTC_target60,GBRT_d5_lr001,0.099719,-0.267454
INTC_target60,GBRT_d5_lr005,0.104562,-0.408305
INTC_target60,MLP_64_relu_lr0005,0.180469,-5.119118
INTC_target60,MLP_64_relu_lr001,0.187181,-5.677911
INTC_target60,MLP_64_relu_lr005,0.176495,-4.772607
INTC_target60,MLP_64_relu_lr01,0.183566,-5.362308
INTC_target90,Srbf_C1_e01_gscale,0.165962,-1.058069
INTC_target90,Srbf_C1_e01_g001,0.170234,-1.191335
INTC_target90,Srbf_C1_e01_g01,0.167448,-1.057909
INTC_target90,Srbf_C1_e05_gscale,0.153925,-0.679516
INTC_target90,Srbf_C1_e05_g001,0.162112,-0.955511
INTC_target90,Srbf_C1_e05_g01,0.165666,-1.047775
INTC_target90,Srbf_C10_e01_gscale,0.182876,-1.443059
INTC_target90,Srbf_C10_e01_g001,0.192478,-1.862651
INTC_target90,Srbf_C10_e01_g01,0.25234,-4.794237
INTC_target90,Srbf_C10_e05_gscale,0.163704,-0.935675
INTC_target90,Srbf_C10_e05_g001,0.181735,-1.485975
INTC_target90,Srbf_C10_e05_g01,0.226743,-3.428108
INTC_target90,Srbf_C100_e01_gscale,0.19265,-1.643672
INTC_target90,Srbf_C100_e01_g001,0.22634,-2.990696
INTC_target90,Srbf_C100_e01_g01,0.366932,-12.21006
INTC_target90,Srbf_C100_e05_gscale,0.164976,-0.958008
INTC_target90,Srbf_C100_e05_g001,0.215567,-2.474632
INTC_target90,Srbf_C100_e05_g01,0.294646,-6.50405
INTC_target90,Slin_C01,0.163996,-1.23121
INTC_target90,Slin_C1,0.164073,-1.236004
INTC_target90,Slin_C10,0.164087,-1.235361
INTC_target90,Spoly2_C1_gscale,0.376068,-13.754938
INTC_target90,Spoly2_C1_g001,0.180567,-1.510264
INTC_target90,Spoly2_C10_gscale,0.466079,-25.389878
INTC_target90,Spoly2_C10_g001,0.246318,-4.93666
INTC_target90,Spoly3_C1_gscale,1.067182,-127.620896
INTC_target90,Spoly3_C1_g001,0.208507,-2.648906
INTC_target90,GBRT_d3_lr001,0.13691,-0.297556
INTC_target90,GBRT_d3_lr005,0.145591,-0.521538
INTC_target90,GBRT_d4_lr001,0.138466,-0.341009
INTC_target90,GBRT_d4_lr005,0.14648,-0.561678
INTC_target90,GBRT_d5_lr001,0.139142,-0.361375
INTC_target90,GBRT_d5_lr005,0.146424,-0.557936
INTC_target90,MLP_64_relu_lr0005,0.224928,-3.170082
INTC_target90,MLP_64_relu_lr001,0.223179,-3.028693
INTC_target90,MLP_64_relu_lr005,0.224847,-3.411389
INTC_target90,MLP_64_relu_lr01,0.237882,-4.23674
