DataFrame,Model,RMSE,R2
TRV_target30,Srbf_C10_e01_g001,0.045321,-0.343166
TRV_target30,Srbf_C10_e01_g01,0.052744,-0.892381
TRV_target30,Srbf_C10_e05_gscale,0.045027,-0.423011
TRV_target30,Srbf_C10_e05_g001,0.043146,-0.250564
TRV_target30,Srbf_C10_e05_g01,0.049047,-0.655498
TRV_target30,Srbf_C100_e01_gscale,0.066565,-2.372407
TRV_target30,Srbf_C100_e01_g001,0.051472,-0.730618
TRV_target30,Srbf_C100_e01_g01,0.074803,-2.678836
TRV_target30,Srbf_C100_e05_gscale,0.045027,-0.423011
TRV_target30,Srbf_C100_e05_g001,0.050156,-0.643142
TRV_target30,Srbf_C100_e05_g01,0.053781,-0.942739
TRV_target30,Slin_C01,0.039135,-0.062328
TRV_target30,Slin_C1,0.039178,-0.065092
TRV_target30,Slin_C10,0.039159,-0.064286
TRV_target30,Spoly2_C1_gscale,0.063616,-1.661725
TRV_target30,Spoly2_C1_g001,0.039734,-0.069285
TRV_target30,Spoly2_C10_gscale,0.07251,-2.528328
TRV_target30,Spoly2_C10_g001,0.042571,-0.205216
TRV_target30,Spoly3_C1_gscale,0.411677,-205.894257
TRV_target30,Spoly3_C1_g001,0.043185,-0.222812
TRV_target30,GBRT_d3_lr001,0.040777,-0.159508
TRV_target30,GBRT_d3_lr005,0.043781,-0.378502
TRV_target30,GBRT_d4_lr001,0.041528,-0.212313
TRV_target30,GBRT_d4_lr005,0.044228,-0.410428
TRV_target30,GBRT_d5_lr001,0.041821,-0.230198
TRV_target30,GBRT_d5_lr005,0.044333,-0.409406
TRV_target30,MLP_64_relu_lr0005,0.085921,-4.118395
TRV_target30,MLP_64_relu_lr001,0.082993,-3.742399
TRV_target30,MLP_64_relu_lr005,0.07245,-2.748735
TRV_target30,MLP_64_relu_lr01,0.062838,-1.862131
TRV_target60,Srbf_C1_e01_gscale,0.069786,-0.898807
TRV_target60,Srbf_C1_e01_g001,0.056681,-0.148342
TRV_target60,Srbf_C1_e01_g01,0.062893,-0.476805
TRV_target60,Srbf_C1_e05_gscale,0.065317,-0.611025
TRV_target60,Srbf_C1_e05_g001,0.056318,-0.136353
TRV_target60,Srbf_C1_e05_g01,0.060353,-0.359403
TRV_target60,Srbf_C10_e01_gscale,0.077719,-1.358032
TRV_target60,Srbf_C10_e01_g001,0.065189,-0.47204
TRV_target60,Srbf_C10_e01_g01,0.075128,-1.09891
TRV_target60,Srbf_C10_e05_gscale,0.070806,-0.934564
TRV_target60,Srbf_C10_e05_g001,0.062011,-0.331099
TRV_target60,Srbf_C10_e05_g01,0.070338,-0.908125
TRV_target60,Srbf_C100_e01_gscale,0.084731,-1.890395
TRV_target60,Srbf_C100_e01_g001,0.083352,-1.356875
TRV_target60,Srbf_C100_e01_g01,0.096697,-2.367545
TRV_target60,Srbf_C100_e05_gscale,0.074362,-1.178174
TRV_target60,Srbf_C100_e05_g001,0.074047,-0.842344
TRV_target60,Srbf_C100_e05_g01,0.082135,-1.612327
TRV_target60,Slin_C01,0.057256,-0.189962
TRV_target60,Slin_C1,0.057427,-0.198256
TRV_target60,Slin_C10,0.057439,-0.198804
TRV_target60,Spoly2_C1_gscale,0.118867,-4.053318
TRV_target60,Spoly2_C1_g001,0.056116,-0.1302
TRV_target60,Spoly2_C10_gscale,0.130562,-5.024012
TRV_target60,Spoly2_C10_g001,0.062469,-0.362038
TRV_target60,Spoly3_C1_gscale,0.337684,-56.74478
TRV_target60,Spoly3_C1_g001,0.060432,-0.265925
TRV_target60,GBRT_d3_lr001,0.055797,-0.12367
TRV_target60,GBRT_d3_lr005,0.061074,-0.38576
TRV_target60,GBRT_d4_lr001,0.056842,-0.168765
TRV_target60,GBRT_d4_lr005,0.061694,-0.407876
TRV_target60,GBRT_d5_lr001,0.057659,-0.206845
TRV_target60,GBRT_d5_lr005,0.061741,-0.412568
TRV_target60,MLP_64_relu_lr0005,0.100773,-2.603337
TRV_target60,MLP_64_relu_lr001,0.094393,-2.215461
TRV_target60,MLP_64_relu_lr005,0.091457,-2.026401
TRV_target60,MLP_64_relu_lr01,0.086008,-1.752101
TRV_target90,Srbf_C1_e01_gscale,0.092267,-0.822436
TRV_target90,Srbf_C1_e01_g001,0.075174,-0.122601
TRV_target90,Srbf_C1_e01_g01,0.08299,-0.419584
TRV_target90,Srbf_C1_e05_gscale,0.090039,-0.704917
TRV_target90,Srbf_C1_e05_g001,0.071978,-0.037933
TRV_target90,Srbf_C1_e05_g01,0.078883,-0.27014
TRV_target90,Srbf_C10_e01_gscale,0.108676,-1.639534
TRV_target90,Srbf_C10_e01_g001,0.082599,-0.326249
TRV_target90,Srbf_C10_e01_g01,0.100278,-1.110127
TRV_target90,Srbf_C10_e05_gscale,0.100169,-1.199134
TRV_target90,Srbf_C10_e05_g001,0.078384,-0.204219
TRV_target90,Srbf_C10_e05_g01,0.09345,-0.801515
TRV_target90,Srbf_C100_e01_gscale,0.123967,-2.584677
TRV_target90,Srbf_C100_e01_g001,0.099832,-0.8819
TRV_target90,Srbf_C100_e01_g01,0.116178,-1.791492
TRV_target90,Srbf_C100_e05_gscale,0.104582,-1.445821
TRV_target90,Srbf_C100_e05_g001,0.096946,-0.77507
TRV_target90,Srbf_C100_e05_g01,0.112448,-1.616683
TRV_target90,Slin_C01,0.07814,-0.266665
TRV_target90,Slin_C1,0.078259,-0.271809
TRV_target90,Slin_C10,0.078281,-0.273593
TRV_target90,Spoly2_C1_gscale,0.125425,-2.054842
TRV_target90,Spoly2_C1_g001,0.07467,-0.11362
TRV_target90,Spoly2_C10_gscale,0.142268,-2.942575
TRV_target90,Spoly2_C10_g001,0.082794,-0.326731
TRV_target90,Spoly3_C1_gscale,0.523045,-84.85103
TRV_target90,Spoly3_C1_g001,0.078458,-0.19961
TRV_target90,GBRT_d3_lr001,0.075196,-0.146297
TRV_target90,GBRT_d3_lr005,0.08094,-0.360354
TRV_target90,GBRT_d4_lr001,0.076904,-0.210063
TRV_target90,GBRT_d4_lr005,0.081767,-0.380912
TRV_target90,GBRT_d5_lr001,0.078505,-0.267165
TRV_target90,GBRT_d5_lr005,0.082345,-0.409309
TRV_target90,MLP_64_relu_lr0005,0.111525,-1.600291
TRV_target90,MLP_64_relu_lr001,0.10975,-1.487603
TRV_target90,MLP_64_relu_lr005,0.105593,-1.358311
TRV_target90,MLP_64_relu_lr01,0.110426,-1.435516
KO_target30,Srbf_C1_e01_gscale,0.039557,-0.747697
KO_target30,Srbf_C1_e01_g001,0.032244,-0.080529
KO_target30,Srbf_C1_e01_g01,0.039028,-0.633985
KO_target30,Srbf_C1_e05_gscale,0.032783,-0.141981
KO_target30,Srbf_C1_e05_g001,0.032407,-0.098232
KO_target30,Srbf_C1_e05_g01,0.034393,-0.25924
KO_target30,Srbf_C10_e01_gscale,0.043185,-1.128225
KO_target30,Srbf_C10_e01_g001,0.039797,-0.569352
KO_target30,Srbf_C10_e01_g01,0.047631,-1.436862
KO_target30,Srbf_C10_e05_gscale,0.033008,-0.159431
KO_target30,Srbf_C10_e05_g001,0.03314,-0.156216
KO_target30,Srbf_C10_e05_g01,0.036557,-0.44904
KO_target30,Srbf_C100_e01_gscale,0.044451,-1.278317
KO_target30,Srbf_C100_e01_g001,0.050056,-1.47114
KO_target30,Srbf_C100_e01_g01,0.059767,-2.840573
KO_target30,Srbf_C100_e05_gscale,0.033008,-0.159431
KO_target30,Srbf_C100_e05_g001,0.036733,-0.441033
KO_target30,Srbf_C100_e05_g01,0.038802,-0.636929
KO_target30,Slin_C01,0.031714,-0.057706
KO_target30,Slin_C1,0.031722,-0.058164
KO_target30,Slin_C10,0.031732,-0.059112
KO_target30,Spoly2_C1_gscale,0.057552,-2.280014
KO_target30,Spoly2_C1_g001,0.032901,-0.111414
KO_target30,Spoly2_C10_gscale,0.061901,-2.787856
KO_target30,Spoly2_C10_g001,0.035941,-0.306456
KO_target30,Spoly3_C1_gscale,0.162471,-35.433182
KO_target30,Spoly3_C1_g001,0.03522,-0.244173
KO_target30,GBRT_d3_lr001,0.031064,-0.011183
KO_target30,GBRT_d3_lr005,0.033038,-0.167382
KO_target30,GBRT_d4_lr001,0.031276,-0.029049
KO_target30,GBRT_d4_lr005,0.033323,-0.191179
KO_target30,GBRT_d5_lr001,0.031577,-0.051159
KO_target30,GBRT_d5_lr005,0.033471,-0.199522
KO_target30,MLP_64_relu_lr0005,0.086415,-7.590157
KO_target30,MLP_64_relu_lr001,0.084554,-7.107853
KO_target30,MLP_64_relu_lr005,0.073842,-5.381073
KO_target30,MLP_64_relu_lr01,0.065372,-3.979792
KO_target60,Srbf_C1_e01_gscale,0.059846,-1.190673
KO_target60,Srbf_C1_e01_g001,0.046175,-0.210402
KO_target60,Srbf_C1_e01_g01,0.057865,-0.97894
KO_target60,Srbf_C1_e05_gscale,0.047678,-0.322228
KO_target60,Srbf_C1_e05_g001,0.043658,-0.096062
KO_target60,Srbf_C1_e05_g01,0.049324,-0.440734
KO_target60,Srbf_C10_e01_gscale,0.0659,-1.700076
KO_target60,Srbf_C10_e01_g001,0.055516,-0.698605
KO_target60,Srbf_C10_e01_g01,0.073973,-2.276954
KO_target60,Srbf_C10_e05_gscale,0.04778,-0.328349
KO_target60,Srbf_C10_e05_g001,0.050322,-0.425968
KO_target60,Srbf_C10_e05_g01,0.055785,-0.865881
KO_target60,Srbf_C100_e01_gscale,0.065973,-1.70705
KO_target60,Srbf_C100_e01_g001,0.072671,-1.89771
KO_target60,Srbf_C100_e01_g01,0.102155,-5.807559
KO_target60,Srbf_C100_e05_gscale,0.04778,-0.328349
KO_target60,Srbf_C100_e05_g001,0.061686,-1.096865
KO_target60,Srbf_C100_e05_g01,0.056952,-0.956066
KO_target60,Slin_C01,0.045009,-0.158578
KO_target60,Slin_C1,0.045049,-0.160735
KO_target60,Slin_C10,0.045033,-0.160211
KO_target60,Spoly2_C1_gscale,0.086662,-3.082988
KO_target60,Spoly2_C1_g001,0.047976,-0.278937
KO_target60,Spoly2_C10_gscale,0.094688,-3.798432
KO_target60,Spoly2_C10_g001,0.059608,-0.938478
KO_target60,Spoly3_C1_gscale,0.331334,-84.479303
KO_target60,Spoly3_C1_g001,0.056076,-0.715327
KO_target60,GBRT_d3_lr001,0.074358,-3.681868
KO_target60,GBRT_d3_lr005,0.086607,-5.69067
KO_target60,GBRT_d4_lr001,0.076369,-3.999725
KO_target60,GBRT_d4_lr005,0.085689,-5.527231
KO_target60,GBRT_d5_lr001,0.077657,-4.225722
KO_target60,GBRT_d5_lr005,0.086597,-5.737742
KO_target60,MLP_64_relu_lr0005,0.107149,-6.268061
KO_target60,MLP_64_relu_lr001,0.103258,-5.777966
KO_target60,MLP_64_relu_lr005,0.098931,-5.171426
KO_target60,MLP_64_relu_lr01,0.083419,-3.372722
KO_target90,Srbf_C1_e01_gscale,0.09012,-1.74834
KO_target90,Srbf_C1_e01_g001,0.062316,-0.25238
KO_target90,Srbf_C1_e01_g01,0.077525,-0.909027
KO_target90,Srbf_C1_e05_gscale,0.074546,-0.863721
KO_target90,Srbf_C1_e05_g001,0.057255,-0.065767
KO_target90,Srbf_C1_e05_g01,0.069222,-0.637569
KO_target90,Srbf_C10_e01_gscale,0.110356,-3.327942
KO_target90,Srbf_C10_e01_g001,0.074517,-0.736056
KO_target90,Srbf_C10_e01_g01,0.105841,-2.588732
KO_target90,Srbf_C10_e05_gscale,0.077154,-0.99428
KO_target90,Srbf_C10_e05_g001,0.06423,-0.359028
KO_target90,Srbf_C10_e05_g01,0.090809,-1.890235
KO_target90,Srbf_C100_e01_gscale,0.118691,-4.188878
KO_target90,Srbf_C100_e01_g001,0.098785,-2.134427
KO_target90,Srbf_C100_e01_g01,0.169276,-8.774049
KO_target90,Srbf_C100_e05_gscale,0.077154,-0.99428
KO_target90,Srbf_C100_e05_g001,0.081086,-1.159615
KO_target90,Srbf_C100_e05_g01,0.114688,-3.359741
KO_target90,Slin_C01,0.059353,-0.180674
KO_target90,Slin_C1,0.059417,-0.18418
KO_target90,Slin_C10,0.059371,-0.181215
KO_target90,Spoly2_C1_gscale,0.101531,-2.308298
KO_target90,Spoly2_C1_g001,0.060345,-0.192595
KO_target90,Spoly2_C10_gscale,0.104088,-2.466026
KO_target90,Spoly2_C10_g001,0.069658,-0.521807
KO_target90,Spoly3_C1_gscale,0.314798,-32.136833
KO_target90,Spoly3_C1_g001,0.06465,-0.325693
KO_target90,GBRT_d3_lr001,0.086607,-1.919805
KO_target90,GBRT_d3_lr005,0.095633,-2.572775
KO_target90,GBRT_d4_lr001,0.08747,-2.015527
KO_target90,GBRT_d4_lr005,0.094773,-2.525482
KO_target90,GBRT_d5_lr001,0.089379,-2.181498
KO_target90,GBRT_d5_lr005,0.093999,-2.531466
KO_target90,MLP_64_relu_lr0005,0.121763,-3.918895
KO_target90,MLP_64_relu_lr001,0.122974,-3.944897
KO_target90,MLP_64_relu_lr005,0.111097,-3.059958
KO_target90,MLP_64_relu_lr01,0.122873,-4.250785
CVX_target30,Srbf_C1_e01_gscale,0.067772,-0.995125
CVX_target30,Srbf_C1_e01_g001,0.056874,-0.275822
CVX_target30,Srbf_C1_e01_g01,0.078737,-1.608996
CVX_target30,Srbf_C1_e05_gscale,0.059085,-0.503503
CVX_target30,Srbf_C1_e05_g001,0.054265,-0.233807
CVX_target30,Srbf_C1_e05_g01,0.072106,-1.194099
CVX_target30,Srbf_C10_e01_gscale,0.082663,-1.968488
CVX_target30,Srbf_C10_e01_g001,0.079736,-1.490864
CVX_target30,Srbf_C10_e01_g01,0.107593,-4.028024
CVX_target30,Srbf_C10_e05_gscale,0.060491,-0.588773
CVX_target30,Srbf_C10_e05_g001,0.06694,-0.864469
CVX_target30,Srbf_C10_e05_g01,0.095496,-3.012648
CVX_target30,Srbf_C100_e01_gscale,0.101662,-3.740012
CVX_target30,Srbf_C100_e01_g001,0.126326,-5.348236
CVX_target30,Srbf_C100_e01_g01,0.177964,-15.943104
CVX_target30,Srbf_C100_e05_gscale,0.060687,-0.603621
CVX_target30,Srbf_C100_e05_g001,0.111214,-4.395797
CVX_target30,Srbf_C100_e05_g01,0.113334,-5.08218
CVX_target30,Slin_C01,0.053042,-0.168531
CVX_target30,Slin_C1,0.053083,-0.172378
CVX_target30,Slin_C10,0.053063,-0.170228
CVX_target30,Spoly2_C1_gscale,0.146833,-7.943382
CVX_target30,Spoly2_C1_g001,0.055527,-0.224051
CVX_target30,Spoly2_C10_gscale,0.152696,-8.551812
CVX_target30,Spoly2_C10_g001,0.069715,-0.936538
CVX_target30,Spoly3_C1_gscale,0.454302,-90.0116
CVX_target30,Spoly3_C1_g001,0.061461,-0.458951
CVX_target30,GBRT_d3_lr001,0.052758,-0.131716
CVX_target30,GBRT_d3_lr005,0.060263,-0.493679
CVX_target30,GBRT_d4_lr001,0.05409,-0.193804
CVX_target30,GBRT_d4_lr005,0.061072,-0.53759
CVX_target30,GBRT_d5_lr001,0.054709,-0.225019
CVX_target30,GBRT_d5_lr005,0.061593,-0.562652
CVX_target30,MLP_64_relu_lr0005,0.131478,-6.692101
CVX_target30,MLP_64_relu_lr001,0.126564,-6.198544
CVX_target30,MLP_64_relu_lr005,0.11859,-5.234728
CVX_target30,MLP_64_relu_lr01,0.108937,-4.335945
CVX_target60,Srbf_C1_e01_gscale,0.096358,-1.100834
CVX_target60,Srbf_C1_e01_g001,0.078154,-0.312338
CVX_target60,Srbf_C1_e01_g01,0.100119,-1.224652
CVX_target60,Srbf_C1_e05_gscale,0.090676,-0.868672
CVX_target60,Srbf_C1_e05_g001,0.077603,-0.283247
CVX_target60,Srbf_C1_e05_g01,0.097146,-1.089442
CVX_target60,Srbf_C10_e01_gscale,0.10992,-1.825156
CVX_target60,Srbf_C10_e01_g001,0.091972,-0.783786
CVX_target60,Srbf_C10_e01_g01,0.134365,-2.968028
CVX_target60,Srbf_C10_e05_gscale,0.094337,-1.008747
CVX_target60,Srbf_C10_e05_g001,0.087722,-0.625618
CVX_target60,Srbf_C10_e05_g01,0.123394,-2.415492
CVX_target60,Srbf_C100_e01_gscale,0.125345,-2.945677
CVX_target60,Srbf_C100_e01_g001,0.128291,-2.27125
CVX_target60,Srbf_C100_e01_g01,0.1862,-6.524522
CVX_target60,Srbf_C100_e05_gscale,0.097636,-1.183889
CVX_target60,Srbf_C100_e05_g001,0.130434,-2.483298
CVX_target60,Srbf_C100_e05_g01,0.167177,-5.619718
CVX_target60,Slin_C01,0.077603,-0.329403
CVX_target60,Slin_C1,0.077623,-0.329509
CVX_target60,Slin_C10,0.077662,-0.331491
CVX_target60,Spoly2_C1_gscale,0.162645,-4.136957
CVX_target60,Spoly2_C1_g001,0.076539,-0.277137
CVX_target60,Spoly2_C10_gscale,0.182851,-5.531466
CVX_target60,Spoly2_C10_g001,0.087855,-0.641406
CVX_target60,Spoly3_C1_gscale,0.74862,-140.575002
CVX_target60,Spoly3_C1_g001,0.079082,-0.344396
CVX_target60,GBRT_d3_lr001,0.074806,-0.168499
CVX_target60,GBRT_d3_lr005,0.083165,-0.464133
CVX_target60,GBRT_d4_lr001,0.076335,-0.222382
CVX_target60,GBRT_d4_lr005,0.084827,-0.539288
CVX_target60,GBRT_d5_lr001,0.077568,-0.269732
CVX_target60,GBRT_d5_lr005,0.084254,-0.514253
CVX_target60,MLP_64_relu_lr0005,0.148792,-3.935079
CVX_target60,MLP_64_relu_lr001,0.15761,-4.636109
CVX_target60,MLP_64_relu_lr005,0.172397,-6.107036
CVX_target60,MLP_64_relu_lr01,0.16177,-5.023609
CVX_target90,Srbf_C1_e01_gscale,0.12538,-0.83673
CVX_target90,Srbf_C1_e01_g001,0.106387,-0.333951
CVX_target90,Srbf_C1_e01_g01,0.131685,-1.04466
CVX_target90,Srbf_C1_e05_gscale,0.121708,-0.736779
CVX_target90,Srbf_C1_e05_g001,0.099966,-0.161932
CVX_target90,Srbf_C1_e05_g01,0.124882,-0.805772
CVX_target90,Srbf_C10_e01_gscale,0.139762,-1.253366
CVX_target90,Srbf_C10_e01_g001,0.11982,-0.630661
CVX_target90,Srbf_C10_e01_g01,0.156798,-1.901138
CVX_target90,Srbf_C10_e05_gscale,0.127543,-0.908792
CVX_target90,Srbf_C10_e05_g001,0.115644,-0.475128
CVX_target90,Srbf_C10_e05_g01,0.160011,-2.051571
CVX_target90,Srbf_C100_e01_gscale,0.165289,-2.238184
CVX_target90,Srbf_C100_e01_g001,0.156637,-1.755466
CVX_target90,Srbf_C100_e01_g01,0.229951,-5.317524
CVX_target90,Srbf_C100_e05_gscale,0.129711,-0.994876
CVX_target90,Srbf_C100_e05_g001,0.148782,-1.505935
CVX_target90,Srbf_C100_e05_g01,0.205389,-4.47079
CVX_target90,Slin_C01,0.108592,-0.408562
CVX_target90,Slin_C1,0.108521,-0.406725
CVX_target90,Slin_C10,0.10869,-0.411911
CVX_target90,Spoly2_C1_gscale,0.218051,-3.983204
CVX_target90,Spoly2_C1_g001,0.107066,-0.350646
CVX_target90,Spoly2_C10_gscale,0.256114,-5.939435
CVX_target90,Spoly2_C10_g001,0.129604,-0.782879
CVX_target90,Spoly3_C1_gscale,1.047645,-181.443979
CVX_target90,Spoly3_C1_g001,0.111878,-0.414851
CVX_target90,GBRT_d3_lr001,0.102695,-0.208957
CVX_target90,GBRT_d3_lr005,0.10964,-0.406767
CVX_target90,GBRT_d4_lr001,0.104994,-0.272528
CVX_target90,GBRT_d4_lr005,0.10994,-0.409514
CVX_target90,GBRT_d5_lr001,0.105381,-0.284621
CVX_target90,GBRT_d5_lr005,0.108743,-0.376773
CVX_target90,MLP_64_relu_lr0005,0.180009,-2.855673
CVX_target90,MLP_64_relu_lr001,0.173606,-2.668245
CVX_target90,MLP_64_relu_lr005,0.16837,-2.346885
CVX_target90,MLP_64_relu_lr01,0.171026,-2.413926
BLK_target30,Srbf_C1_e01_gscale,0.059415,-0.528468
BLK_target30,Srbf_C1_e01_g001,0.048909,-0.022461
BLK_target30,Srbf_C1_e01_g01,0.053796,-0.221194
BLK_target30,Srbf_C1_e05_gscale,0.056694,-0.409271
BLK_target30,Srbf_C1_e05_g001,0.049094,-0.028236
BLK_target30,Srbf_C1_e05_g01,0.052699,-0.194759
BLK_target30,Srbf_C10_e01_gscale,0.06961,-1.107095
BLK_target30,Srbf_C10_e01_g001,0.051583,-0.119046
BLK_target30,Srbf_C10_e01_g01,0.064998,-0.753392
BLK_target30,Srbf_C10_e05_gscale,0.060583,-0.588214
BLK_target30,Srbf_C10_e05_g001,0.051843,-0.144881
BLK_target30,Srbf_C10_e05_g01,0.05952,-0.519345
BLK_target30,Srbf_C100_e01_gscale,0.082258,-1.954893
BLK_target30,Srbf_C100_e01_g001,0.063797,-0.692442
BLK_target30,Srbf_C100_e01_g01,0.08571,-2.202363
BLK_target30,Srbf_C100_e05_gscale,0.061,-0.610554
BLK_target30,Srbf_C100_e05_g001,0.059514,-0.476288
BLK_target30,Srbf_C100_e05_g01,0.072692,-1.189872
BLK_target30,Slin_C01,0.048681,-0.021687
BLK_target30,Slin_C1,0.0487,-0.022768
BLK_target30,Slin_C10,0.048667,-0.020867
BLK_target30,Spoly2_C1_gscale,0.073164,-1.295076
BLK_target30,Spoly2_C1_g001,0.048951,-0.024241
BLK_target30,Spoly2_C10_gscale,0.075921,-1.489548
BLK_target30,Spoly2_C10_g001,0.050954,-0.095028
BLK_target30,Spoly3_C1_gscale,0.302912,-62.733225
BLK_target30,Spoly3_C1_g001,0.049894,-0.056319
BLK_target30,GBRT_d3_lr001,0.049133,-0.032244
BLK_target30,GBRT_d3_lr005,0.051648,-0.147254
BLK_target30,GBRT_d4_lr001,0.049552,-0.054021
BLK_target30,GBRT_d4_lr005,0.052278,-0.175113
BLK_target30,GBRT_d5_lr001,0.049773,-0.065316
BLK_target30,GBRT_d5_lr005,0.052814,-0.197541
BLK_target30,MLP_64_relu_lr0005,0.079058,-1.657114
BLK_target30,MLP_64_relu_lr001,0.078344,-1.686673
BLK_target30,MLP_64_relu_lr005,0.071171,-1.154711
BLK_target30,MLP_64_relu_lr01,0.067524,-0.963103
BLK_target60,Srbf_C1_e01_gscale,0.107043,-1.849536
BLK_target60,Srbf_C1_e01_g001,0.071738,-0.158525
BLK_target60,Srbf_C1_e01_g01,0.093611,-1.299049
BLK_target60,Srbf_C1_e05_gscale,0.094884,-1.176621
BLK_target60,Srbf_C1_e05_g001,0.070806,-0.081549
BLK_target60,Srbf_C1_e05_g01,0.086572,-0.848926
BLK_target60,Srbf_C10_e01_gscale,0.138691,-3.540713
BLK_target60,Srbf_C10_e01_g001,0.081215,-0.527807
BLK_target60,Srbf_C10_e01_g01,0.145466,-5.951253
BLK_target60,Srbf_C10_e05_gscale,0.104143,-1.602542
BLK_target60,Srbf_C10_e05_g001,0.078043,-0.34491
BLK_target60,Srbf_C10_e05_g01,0.127773,-4.318739
BLK_target60,Srbf_C100_e01_gscale,0.156779,-4.676082
BLK_target60,Srbf_C100_e01_g001,0.115528,-2.606098
BLK_target60,Srbf_C100_e01_g01,0.224011,-15.947665
BLK_target60,Srbf_C100_e05_gscale,0.104315,-1.607888
BLK_target60,Srbf_C100_e05_g001,0.109221,-1.963531
BLK_target60,Srbf_C100_e05_g01,0.173214,-8.798527
BLK_target60,Slin_C01,0.07229,-0.162935
BLK_target60,Slin_C1,0.072234,-0.161762
BLK_target60,Slin_C10,0.072366,-0.165489
BLK_target60,Spoly2_C1_gscale,0.199185,-12.261162
BLK_target60,Spoly2_C1_g001,0.071727,-0.152109
BLK_target60,Spoly2_C10_gscale,0.272949,-32.466875
BLK_target60,Spoly2_C10_g001,0.07727,-0.360953
BLK_target60,Spoly3_C1_gscale,0.50186,-73.014558
BLK_target60,Spoly3_C1_g001,0.072432,-0.187673
BLK_target60,GBRT_d3_lr001,0.075447,-0.234175
BLK_target60,GBRT_d3_lr005,0.090887,-0.822287
BLK_target60,GBRT_d4_lr001,0.078834,-0.35576
BLK_target60,GBRT_d4_lr005,0.092646,-0.911092
BLK_target60,GBRT_d5_lr001,0.08012,-0.408721
BLK_target60,GBRT_d5_lr005,0.089452,-0.799973
BLK_target60,MLP_64_relu_lr0005,0.143249,-3.996619
BLK_target60,MLP_64_relu_lr001,0.136941,-3.780611
BLK_target60,MLP_64_relu_lr005,0.135103,-3.578457
BLK_target60,MLP_64_relu_lr01,0.1359,-4.132693
BLK_target90,Srbf_C1_e01_gscale,0.145514,-2.001699
BLK_target90,Srbf_C1_e01_g001,0.101458,-0.259948
BLK_target90,Srbf_C1_e01_g01,0.127425,-1.438048
BLK_target90,Srbf_C1_e05_gscale,0.133056,-1.408845
BLK_target90,Srbf_C1_e05_g001,0.098433,-0.176258
BLK_target90,Srbf_C1_e05_g01,0.128892,-1.312457
BLK_target90,Srbf_C10_e01_gscale,0.179226,-3.186093
BLK_target90,Srbf_C10_e01_g001,0.109201,-0.51769
BLK_target90,Srbf_C10_e01_g01,0.195956,-5.926174
BLK_target90,Srbf_C10_e05_gscale,0.15761,-2.299722
BLK_target90,Srbf_C10_e05_g001,0.106939,-0.443132
BLK_target90,Srbf_C10_e05_g01,0.192768,-5.659328
BLK_target90,Srbf_C100_e01_gscale,0.228926,-5.643933
BLK_target90,Srbf_C100_e01_g001,0.155335,-2.859667
BLK_target90,Srbf_C100_e01_g01,0.314075,-13.982598
BLK_target90,Srbf_C100_e05_gscale,0.171302,-2.773283
BLK_target90,Srbf_C100_e05_g001,0.154596,-2.524392
BLK_target90,Srbf_C100_e05_g01,0.264446,-10.334526
BLK_target90,Slin_C01,0.101302,-0.249409
BLK_target90,Slin_C1,0.101167,-0.245564
BLK_target90,Slin_C10,0.101116,-0.243969
BLK_target90,Spoly2_C1_gscale,0.254478,-12.347453
BLK_target90,Spoly2_C1_g001,0.102508,-0.27906
BLK_target90,Spoly2_C10_gscale,0.28977,-17.076391
BLK_target90,Spoly2_C10_g001,0.105396,-0.404705
BLK_target90,Spoly3_C1_gscale,0.447223,-26.467324
BLK_target90,Spoly3_C1_g001,0.104707,-0.341147
BLK_target90,GBRT_d3_lr001,0.107861,-0.388481
BLK_target90,GBRT_d3_lr005,0.128236,-0.961898
BLK_target90,GBRT_d4_lr001,0.111538,-0.488343
BLK_target90,GBRT_d4_lr005,0.124395,-0.850817
BLK_target90,GBRT_d5_lr001,0.113119,-0.53452
BLK_target90,GBRT_d5_lr005,0.120985,-0.74943
BLK_target90,MLP_64_relu_lr0005,0.167126,-2.891038
BLK_target90,MLP_64_relu_lr001,0.165086,-2.835353
BLK_target90,MLP_64_relu_lr005,0.187951,-4.991355
BLK_target90,MLP_64_relu_lr01,0.17612,-4.050961
F_target30,Srbf_C1_e01_gscale,0.08427,-0.887481
F_target30,Srbf_C1_e01_g001,0.067217,-0.138241
F_target30,Srbf_C1_e01_g01,0.084495,-0.758976
F_target30,Srbf_C1_e05_gscale,0.077827,-0.543201
F_target30,Srbf_C1_e05_g001,0.066478,-0.098175
F_target30,Srbf_C1_e05_g01,0.076245,-0.421611
F_target30,Srbf_C10_e01_gscale,0.112754,-2.255421
F_target30,Srbf_C10_e01_g001,0.073013,-0.327795
F_target30,Srbf_C10_e01_g01,0.106782,-1.861724
F_target30,Srbf_C10_e05_gscale,0.089788,-1.005182
F_target30,Srbf_C10_e05_g001,0.072925,-0.310405
F_target30,Srbf_C10_e05_g01,0.091095,-1.024723
F_target30,Srbf_C100_e01_gscale,0.139779,-3.744178
F_target30,Srbf_C100_e01_g001,0.10077,-1.424297
F_target30,Srbf_C100_e01_g01,0.152576,-4.707917
F_target30,Srbf_C100_e05_gscale,0.094605,-1.215188
F_target30,Srbf_C100_e05_g001,0.087967,-0.824943
F_target30,Srbf_C100_e05_g01,0.123792,-2.654896
F_target30,Slin_C01,0.067976,-0.211557
